"SubjectID" "ActivityCode" "ActivityDescription" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tGravityAccMag-mean()" "tGravityAccMag-std()"
"108" 18 6 "LAYING" -0.99428388 -0.99475141 -0.992082955 -0.9983102 -0.99857348 -0.99785076 -0.99853356 -0.99853965 -0.99801941 -0.99502829 -0.99475088 -0.99778326 -0.99661851 -0.99807252 -0.99194839 -0.99222688 NA NA NA NA -0.99854625 -0.99842661 -0.99890819 -0.99929754 -0.9988056 -0.9964314 NA NA NA NA NA NA -0.99403913 -0.99305167 -0.98513937 -0.98453876 -0.98850238 -0.99267147 -0.99384035 -0.993923785 -0.981102525 -0.97866125 -0.99218535 -0.99124097 -0.9917101 -0.993292 -0.99464008 -0.9938259 -0.99312651 -0.99187969 -0.96678715 -0.9874879 -0.9908788 -0.99106291 -0.994350245 -0.993847895 -0.993555315 -0.99322577 NA NA NA NA -0.98393217 -0.99188862 -0.995258865 -0.995823355
"109" 19 1 "WALKING" NA NA NA -0.36228534 -0.313788695 -0.23342556 -0.16812869 -0.305587665 -0.0634310045 0.007072866 -0.2616298 -0.334110805 NA -0.45275314 -0.44374483 NA NA NA -0.59075613 -0.62070353 0.065816754 -0.38663788 NA NA -0.53055754 NA NA NA -0.43953766 -0.44669923 -0.43558251 -0.456060913333333 NA NA NA -0.37458805 -0.44951816 NA -0.297915996666667 -0.51803869 NA -0.41132743 NA -0.32361522 NA -0.58912602 NA -0.434755255 NA NA NA -0.49977041 NA 0.2018764 NA NA -0.41661124 -0.38577383 -0.30453219 -0.141465461 -0.32219579 -0.37730424 -0.47880162 NA NA -0.3016557405
"110" 19 2 "WALKING_UPSTAIRS" -0.671595 NA -0.552657396666667 -0.58693633 -0.43334052 NA NA -0.6720716 -0.65261115 NA NA -0.66129577 NA NA NA -0.63635206 NA -0.7210503 NA NA NA -0.42037286 -0.22966237 NA -0.52689898 -0.691117825 -0.49157632 NA -0.59703661 NA -0.50541471 -0.61130261 NA NA -0.47143121 NA NA NA NA -0.71500208 NA NA -0.57304413 NA NA NA NA -0.58169322 -0.46012371 NA NA NA -0.58168035 NA NA NA NA NA NA -0.71440814 -0.647651545 -0.61113621 NA NA NA -0.54584779
"111" 19 3 "WALKING_DOWNSTAIRS" 0.00987655333333333 0.12141358 -0.43510372 NA NA NA 0.014150335 NA NA NA -0.34658116 NA -0.34218446 NA NA -0.098018864 0.44064498 0.061581439 -0.12915037 NA NA NA NA 0.21282351 -0.21953699 NA NA NA NA -0.4586397 -0.38599339 -0.44513647 NA NA NA -0.5338852 -0.51432016 -0.4767801 0.04326214 0.65237836 NA NA NA -0.3136165195 NA NA NA NA NA NA -0.302532625 -0.33695566 NA NA 0.41379717 0.2722619 0.44725262 -0.349707392 NA -0.6264753 NA NA NA NA NA -0.45046191
"112" 19 4 "SITTING" -0.992925525 -0.99397373 NA -0.9904354975 -0.988166375 -0.98233473 -0.99495982 -0.98573 NA NA NA NA -0.98696098 -0.9961886 -0.99683814 -0.99745956 -0.94061259 -0.98467115 -0.993469645 NA -0.973008645 NA NA -0.99702059 -0.98115592 -0.98594815 NA -0.99405835 -0.98990301 -0.99299979 NA -0.99327734 -0.98132387 -0.99299878 -0.99618224 -0.96996975 -0.99417163 -0.98516774 -0.93255011 -0.98163548 -0.988161538 -0.99208349 -0.963528285 -0.98999012 -0.990926035 NA NA -0.98902236 NA -0.98389655 -0.94252468 -0.97885565 NA NA -0.99783254 -0.99646502 -0.9901012 -0.97115067 -0.98772243 -0.97768343 -0.99322754 -0.97568974 NA -0.990171025 NA -0.99565572
"113" 19 5 "STANDING" NA NA -0.99164504 -0.8913121 -0.98489808 -0.98619686 -0.97476332 -0.96866864 -0.97805027 -0.975096923333333 -0.98158538 -0.98420076 -0.99488522 -0.99665064 -0.99752758 -0.993751634 -0.992558715 -0.99301759 -0.9871863925 -0.989819236666667 -0.986174505 NA NA NA -0.96459102 -0.98764279 -0.92502892 NA NA -0.99178563 -0.99279412 -0.99750524 -0.930072055 -0.979635713333333 -0.99464276 NA NA -0.96340266 -0.980878005 -0.99553826 NA -0.99590242 NA -0.994487235 NA -0.972850925 NA -0.97656247 -0.99236964 -0.98637891 -0.98870713 -0.98697822 NA -0.99555362 -0.98710345 NA -0.99699748 NA NA -0.98703604 -0.98195123 -0.99550361 -0.99901073 -0.9990634 NA NA
"114" 19 6 "LAYING" -0.99227702 -0.99454534 -0.98561605 -0.987100075 -0.98744449 -0.98840309 -0.99606618 -0.968373256666667 -0.992761585 -0.987061905 -0.99342979 -0.9929549 -0.96641023 -0.957450505 -0.94357301 -0.949247395 NA NA -0.9698481 NA -0.99306543 -0.95473658 -0.97576556 -0.96159256 -0.942180705 -0.959655233333333 NA NA -0.97999204 -0.98196571 -0.98346423 -0.99103613 NA -0.97666856 -0.99443819 -0.98772535 -0.983896475 -0.990322755 -0.95592133 -0.984905555 -0.977636706666667 -0.986752675 -0.9776133 -0.98846189 -0.98537658 -0.98463518 -0.99565868 -0.99538602 -0.982268295 -0.98573975 -0.98817949 -0.99131894 -0.990748985 -0.969904193333333 -0.99075647 -0.99014067 -0.98987105 -0.99313149 -0.98923495 -0.97891289 -0.93473891 NA -0.98361235 -0.98590294 -0.99586897 -0.99687342
"115" 20 1 "WALKING" 0.10675038 NA NA NA NA NA NA NA NA -0.032423874 -0.12289536 -0.23908355 NA NA -0.13964368 -0.2746908935 -0.09380202965 -0.25264879 -0.2842634265 -0.41014771 NA NA NA NA -0.27084557 -0.189897915 -0.37491225 NA NA -0.064263354 NA -0.26369839 -0.0077617389 -0.25260524 -0.15567751 -0.14183365 -0.15367481 NA NA -0.069531537 -0.113294414 NA NA NA -0.1920074565 -0.089839067 -0.035530545 -0.050677991 -0.235454795 -0.365342265 -0.22284565 -0.082696268 -0.23634947 -0.06585359 NA 0.02812941 -0.035702447 -0.1047859345 -0.20553558 NA NA NA NA NA -0.2874295 -0.20963926
"116" 20 2 "WALKING_UPSTAIRS" NA -0.47462688 -0.54442889 NA NA -0.498845125 -0.409115325 -0.4406656 -0.6157201 NA -0.465813 -0.43985148 NA -0.41607535 -0.46979816 NA NA -0.40158319 -0.38345024 -0.47461322 NA NA NA -0.62498801 -0.6506836 NA -0.37606331 NA -0.69994787 NA -0.4809678 -0.56745804 -0.59618326 -0.49363044 -0.62040916 -0.48110937 -0.534029136666667 -0.51509046 -0.43206381 NA -0.470806565 NA -0.54481511 -0.51834672 -0.47040246 -0.38555087 NA -0.49283555 NA -0.40751596 NA NA NA NA -0.53203024 NA NA -0.667749 NA NA NA NA NA -0.52460585 NA NA
"117" 20 3 "WALKING_DOWNSTAIRS" NA NA NA -0.48968364 NA NA NA -0.33610004 NA NA NA -0.34793161 -0.42679565 -0.22667264 -0.23640737 -0.1955439 NA NA NA NA -0.30500797 -0.365497 -0.1950121 NA -0.47140219 -0.325171435 -0.1440220388 -0.13175907 -0.33066621 -0.43643985 NA -0.40958595 -0.36062473 -0.270846533333333 -0.18689057 -0.25011205 -0.001152108 -0.3795832 -0.40913595 NA NA NA NA NA NA NA NA -0.19199817 -0.238781935 -0.37742264 -0.19079657 -0.44288379 -0.4519569 0.011584881 NA -0.30725864 NA NA NA -0.097367737 NA NA -0.129290388 NA NA NA
"118" 20 4 "SITTING" -0.964052185 NA -0.99009485 NA -0.75748274 -0.874315995 -0.99578603 -0.98361716 -0.99794726 -0.99104705 NA -0.99018792 -0.93227029 -0.963403155 -0.98737061 -0.99752165 -0.99921402 -0.99936285 NA -0.99760492 -0.98546411 -0.98696087 NA -0.97838475 NA NA -0.99947161 -0.99515513 -0.99452148 -0.99240941 -0.98821884 -0.98937385 -0.9802437 -0.9679266 -0.986041045 -0.991918385 -0.99618197 -0.993807765 -0.99756058 NA NA NA NA NA -0.98759961 -0.98993213 -0.99482567 NA -0.99824448 -0.99831109 -0.915577185 -0.97656951 NA NA -0.9825547 -0.97934175 -0.94399749 -0.98580648 -0.99562121 -0.99805025 -0.94518109 -0.94214205 -0.974767515 -0.99729443 -0.99794939 NA
"119" 20 5 "STANDING" -0.97373577 -0.97285621 NA -0.922654285 -0.92182235 -0.897180385 -0.94690541 -0.90321025 -0.96473918 -0.99102834 -0.98613415 -0.98332654 NA NA NA NA NA NA -0.99211853 -0.98954067 -0.93708161 -0.93349787 -0.68641456 NA NA -0.95282531 -0.77040687 -0.9403191 NA NA NA -0.95621763 -0.95738842 -0.97880906 -0.85721899 -0.90583712 -0.88637776 -0.81923733 -0.839985105 -0.99008982 -0.95164338 NA -0.83198988 -0.96909743 -0.98950296 -0.95941543 NA -0.88253068 -0.94177255 -0.92701263 -0.92178503 -0.89914575 -0.97736767 -0.9782707 NA NA -0.9177844075 -0.968715993333333 -0.96479528 -0.9227926 NA -0.961394515 -0.99696667 -0.99798263 -0.966850225 -0.81920106
"120" 20 6 "LAYING" NA -0.76785281 NA -0.9832624 -0.98720252 -0.98571489 -0.98980672 -0.98235766 -0.97882001 -0.98306806 -0.99503461 -0.97239423 -0.97343663 -0.93404168 -0.97021884 -0.99369183 -0.98714776 -0.9921131 -0.99163854 -0.98769176 -0.97468589 -0.98351343 -0.98406691 -0.98956593 -0.98824587 -0.97656071 -0.99219687 -0.98917609 -0.97212643 -0.979292435 -0.98446238 -0.99223336 -0.99724026 -0.98751742 -0.98836367 -0.99711889 -0.99693086 -0.99418852 NA NA -0.99747804 -0.99498578 -0.97637234 -0.96968313 -0.97592161 -0.98945734 -0.9949835 -0.99539971 -0.99716739 -0.99698613 -0.98830395 -0.98399354 -0.98969515 -0.99603266 NA NA NA NA -0.991822175 -0.993142935 -0.982826365 -0.98317567 -0.977403573333333 -0.974554605 -0.99424933 NA
"121" 21 1 "WALKING" NA NA NA NA NA NA NA -0.60822731 -0.51048637 -0.406720805 -0.37473227 -0.39002399 -0.45117411 -0.37320331 NA NA NA NA NA NA -0.47378516 -0.461548035 -0.42599116 -0.34781278 -0.35001136 -0.38962789 NA NA NA NA -0.42589938 -0.46204473 -0.40142216 -0.40888816 -0.41906693 -0.41214692 -0.39080208 -0.409749 -0.43531857 -0.47848538 -0.48172228 -0.48633424 -0.38322389 -0.34284037 -0.41974853 -0.47949868 -0.46865595 -0.46476606 NA NA NA NA NA -0.44416925 NA NA NA NA -0.46859269 -0.41654053 -0.39443764 -0.52018019 -0.46188402 -0.344007155 -0.4656982 -0.4384941
"122" 21 2 "WALKING_UPSTAIRS" -0.73877343 NA NA -0.729375513333333 -0.71750034 -0.73609387 NA NA NA NA NA -0.40881058 NA NA NA -0.39420721 -0.6896277 NA -0.69360928 -0.72371396 NA NA -0.67115789 -0.67702405 NA -0.70031698 NA -0.707710573333333 NA NA NA NA -0.7293544 NA -0.7389389 NA NA -0.69234146 -0.66142718 -0.78160603 NA NA NA -0.686432415 -0.755633335 -0.681873545 NA -0.73090087 -0.68838603 -0.71177259 -0.8258659 NA NA -0.55276682 NA NA NA -0.750154935 NA -0.69337917 -0.71040858 -0.77858015 NA -0.79109059 -0.720628715 -0.69378968
"123" 21 3 "WALKING_DOWNSTAIRS" -0.61514204 -0.51300014 NA NA NA NA -0.503052645 -0.63170948 NA -0.613226035 -0.48193372 NA NA -0.65019687 NA NA -0.570410375 -0.62671616 NA NA -0.506255656666667 -0.54955427 NA -0.58069838 NA -0.52996084 NA NA NA NA NA -0.48622264 -0.59693843 -0.36463643 -0.67788895 NA NA -0.70652185 NA -0.64713915 -0.4978532 NA -0.59436402 NA NA -0.617419345 -0.67203739 NA NA NA -0.61957876 -0.64263568 -0.70402017 -0.57141197 -0.69706336 NA -0.60834971 -0.49092348 -0.49666868 -0.37551177 NA -0.51035397 NA NA NA NA
"124" 21 4 "SITTING" -0.99335756 NA -0.990394935 NA NA -0.99388878 -0.99716953 -0.99299068 NA NA NA -0.99437748 -0.98374881 -0.98910396 -0.9942742 NA -0.99605675 NA -0.99607897 -0.9899164325 -0.99573456 -0.99170523 -0.995044065 -0.99545364 -0.99427464 -0.992338795 -0.9955763 NA -0.9841271 NA -0.984390515 -0.97321919 -0.99368063 -0.99578928 -0.99791487 -0.975008265 -0.98979747 -0.97638107 -0.99420791 -0.99184094 -0.98722353 -0.98933795 -0.989507685 -0.99376318 NA -0.99156649 -0.994258825 -0.993196425 -0.9940546525 -0.99179943 -0.99488355 -0.9953298875 -0.99666033 NA NA -0.99503846 -0.99412381 -0.99267993 NA -0.99380661 -0.99581983 -0.994017543333333 -0.9870268 -0.98629606 -0.993677335 -0.95055808
"125" 21 5 "STANDING" -0.99531793 NA -0.983213715 -0.98826618 NA -0.99488639 NA -0.97160086 -0.99428912 -0.99605619 -0.98928088 -0.968098265 -0.993034575 -0.939931786666667 NA -0.91731317 NA -0.96852973 NA -0.84595864 -0.99847906 -0.93568806 -0.99582261 NA -0.97796761 -0.9856314525 NA -0.989904076666667 NA -0.97781922 -0.98138971 NA -0.986783865 -0.991169216666667 -0.95230522 NA -0.99720812 -0.98809597 NA -0.996036715 -0.9906145 -0.9917233 -0.98866256 NA -0.99408445 -0.97578456 -0.98772009 -0.978960145 -0.98688618 -0.988110855 -0.98178475 -0.983491786666667 -0.98118031 -0.980110993333333 NA -0.99538439 -0.99789842 -0.99363954 -0.927577655 NA NA -0.98982935 -0.890705325 -0.98773343 -0.984387765 NA
"126" 21 6 "LAYING" -0.93895673 -0.990965865 -0.960657202 -0.99434195 -0.924114943333333 -0.98915822 -0.9778958 -0.98578927 -0.98801673 -0.990346425 -0.99555884 -0.996247895 -0.993815333333333 -0.99458293 NA NA -0.992476645 -0.993198676666667 -0.99508132 -0.99225793 -0.99589249 -0.99496235 -0.99649555 -0.99669831 -0.97299818 -0.98765589 -0.988104873333333 NA NA -0.994924355 NA NA -0.994607106666667 -0.99100822 -0.98380873 NA -0.994947205 -0.88761056 -0.99559517 NA -0.95692046 -0.99689203 NA NA -0.956009935 -0.99722 NA -0.99479794 -0.99316316 -0.99754135 -0.99107917 -0.98932345 -0.99089792 -0.924460015 NA -0.966825415 -0.993066275 NA NA NA -0.992303275 NA -0.98473181 -0.992484335 -0.995665565 -0.995542545
"127" 22 1 "WALKING" -0.53252176 -0.56235217 -0.50982366 -0.47737943 -0.51403516 -0.50438233 -0.451901095 -0.45318388 -0.44414717 -0.54948903 -0.52395226 -0.44207787 -0.4065971 NA NA NA -0.42504043 NA NA NA -0.39232501 NA -0.53874189 -0.51037896 NA -0.4198123 -0.48886284 -0.48152368 NA NA NA NA NA NA -0.50990875 NA NA NA -0.43780033 -0.56472281 -0.4389395 -0.45702001 NA NA NA NA NA NA NA NA -0.51530127 -0.48545094 -0.44598957 -0.406907345 -0.4507164 -0.51714148 -0.46659291 -0.456480055 NA NA NA NA NA NA -0.487761945 -0.52992024
"128" 22 2 "WALKING_UPSTAIRS" -0.77005068 -0.64787304 NA NA NA -0.747762 -0.77019936 -0.74116737 -0.73696905 NA -0.6890005 NA NA NA -0.7779027 NA NA NA NA NA NA NA NA NA NA NA -0.58753947 NA NA -0.663871175 -0.65919517 -0.66163507 NA NA -0.67048826 NA NA -0.64909679 -0.6974095 -0.67789036 -0.8058047 NA -0.61339916 NA NA -0.54701785 -0.72685403 NA NA NA -0.72196665 NA -0.78900343 -0.73530969 -0.75845675 -0.75810207 -0.713764326666667 NA -0.70519189 NA NA -0.699775135 NA NA -0.76997096 -0.75213471
"129" 22 3 "WALKING_DOWNSTAIRS" NA -0.68364572 -0.7448231 NA NA NA NA NA NA NA NA NA NA NA NA -0.72899526 -0.76320887 NA NA NA NA -0.728549695 -0.70358928 NA -0.64625186 -0.69529814 NA -0.67177355 -0.70423246 -0.73595199 -0.69855871 -0.71580263 NA -0.70363601 NA -0.6515973 -0.702277 -0.69143025 NA NA -0.66339014 -0.67349438 NA NA NA NA -0.712211715 -0.73395602 NA -0.70781304 -0.71750335 NA -0.71146532 -0.70026235 -0.71687028 NA NA NA NA -0.63798701 -0.626444605 -0.65016184 NA NA -0.7003285 -0.72446914
"130" 22 4 "SITTING" NA -0.99277844 -0.960845685 -0.96962365 NA NA -0.99394228 -0.99707865 -0.99571755 -0.95809122 -0.95084906 -0.995132705 -0.95942151 -0.97522243 -0.98258225 -0.9913608 NA NA NA NA -0.99168383 -0.9947192 -0.99541164 -0.99361362 -0.98315297 NA -0.982056425 NA -0.99574984 -0.93619764 -0.94193147 -0.98707158 -0.99407277 NA NA NA -0.97037599 -0.99321557 -0.98862505 NA -0.94588792 -0.99748067 NA NA -0.97491713 NA -0.99475314 -0.982681025 NA NA NA -0.9911506 -0.9937316 -0.96198769 -0.92759232 -0.86248909 NA -0.96311127 NA -0.99597115 NA -0.9968539 NA -0.91731935 -0.99543692 -0.99372888
"131" 22 5 "STANDING" -0.97217944 -0.94783004 -0.99592929 -0.97950941 -0.98529766 -0.97628433 -0.9511292 -0.90393749 -0.97305792 -0.98734738 -0.98020267 -0.97484951 NA -0.99298983 -0.984551305 NA -0.93437869 NA NA NA -0.97872249 -0.975663763333333 -0.978105035 NA NA NA -0.99371842 -0.99802482 NA -0.9857319 NA NA -0.9613707 NA NA -0.9567834 NA -0.97056214 NA -0.81451483 -0.96123267 -0.9671824 -0.982012075 -0.96137428 -0.98691685 -0.883477775 -0.91921444 NA NA -0.97816161 -0.87598155 -0.89877184 -0.95051646 -0.99560102 -0.99757568 -0.97640245 NA -0.99751948 NA -0.97600941 -0.977201175 NA -0.96194489 NA -0.98346097 NA
"132" 22 6 "LAYING" -0.8578358 -0.99405442 NA NA -0.99457076 NA -0.99597491 NA NA NA NA NA -0.99312448 -0.997364013333333 -0.99326999 -0.96819563 -0.988460246666667 -0.99605471 -0.99736973 -0.9923870925 -0.9982878 -0.99511052 -0.813729535 -0.8033416 -0.991002015 -0.978492816666667 -0.995839415 -0.940969985 -0.86219783 NA NA NA NA -0.97204102 -0.99757146 -0.99497795 -0.99875442 -0.98772974 -0.99673472 NA NA -0.97436836 -0.99272375 -0.99143686 NA NA -0.98977971 -0.9875948 -0.98224205 -0.937496806666667 -0.986437125 -0.982998483333333 -0.977964455 NA NA -0.91123572 NA NA NA NA NA NA NA NA -0.99680472 -0.997684855
"133" 23 1 "WALKING" 0.28802746 0.21979356 0.37107148 NA 0.371464 NA NA NA 0.67460356 0.45773221 NA 0.28251825 0.0101349 0.14917233 0.0098943804 0.37066625 NA 0.21215874 0.270759305 0.13995257 0.176568345 -0.012921039 NA 0.39513543 0.433688 0.45421458 -0.089327628 NA NA 0.34207974 0.25238029 NA 0.1788411 NA 0.3876546 NA 0.25880067 NA 0.292645586666667 0.210361438 -0.0072007706 0.12555803 0.258302245 NA 0.48247455 0.42511629 0.33015304 0.56803076 0.679908065 0.17668756 0.204318326666667 NA NA -0.10046878 0.32508781 0.33136124 0.26535558 0.21250189 NA NA NA NA NA 0.075314101 0.50178847 0.59234617
"134" 23 2 "WALKING_UPSTAIRS" -0.76632504 NA NA -0.65036888 -0.67793608 -0.6038122 -0.5697642 NA -0.69024306 -0.64167617 -0.56699957 -0.57433985 -0.65698013 -0.51432064 -0.58295014 -0.67726925 -0.66538647 -0.74192284 -0.57611413 NA -0.628193685 -0.66495107 -0.66679048 NA -0.64885223 -0.618433865 -0.7347921 NA NA NA NA NA NA NA NA NA NA NA NA NA -0.65700044 -0.64106408 NA NA -0.70788064 -0.65620486 -0.65116241 -0.65713471 -0.508517165 NA -0.53132189 -0.67168612 -0.66375221 -0.47062809 -0.56272444 -0.53573613 -0.69432573 -0.68633098 NA -0.66007992 -0.52931217 NA -0.58156712 NA NA NA
"135" 23 3 "WALKING_DOWNSTAIRS" NA NA NA NA 0.091063737 NA NA NA NA -0.28595756 -0.38719211 -0.20133867 0.023986765 NA 0.01286809 -0.0429400263333333 -0.11135846 -0.15635055 0.55948478 NA -0.028968286 NA 0.14537544 NA -0.033475028 NA NA NA NA NA -0.04152125 0.009552375 0.068005163 0.22022741 -0.02071166 NA NA 0.072373079 -0.275413765 -0.33489467 0.0623673 -0.3056897 NA -0.140756015 NA NA NA NA -0.075833277 -0.1129170795 0.43933863 -0.0974143215 0.055642185 -0.1497477 NA NA 0.034989578 0.2811063 -0.124663907 -0.1382300065 -0.29799076 -0.016566689 NA NA -0.19854348 -0.159239741
"136" 23 4 "SITTING" NA -0.96828283 -0.99420102 NA -0.97195583 -0.99579127 -0.99469233 -0.98331337 NA -0.97230259 -0.98078166 NA -0.98612604 -0.89713896 -0.98776721 NA -0.90154215 -0.98129083 -0.98946782 NA NA NA NA -0.98408892 -0.96350813 -0.99557146 -0.9848713 NA -0.990598225 -0.97533764 NA -0.91512101 -0.992724595 NA -0.99295589 NA -0.96920944 -0.9852999 -0.9907345 -0.99714514 NA NA -0.99144484 -0.985308375 -0.986469315 -0.96952829 -0.968648143333333 -0.99115769 -0.99012675 -0.99606437 -0.97550282 NA NA -0.98447786 -0.980491565 NA -0.95937512 -0.971810076666667 -0.997751 -0.91104047 NA NA -0.979985125 NA -0.9941245 -0.99034068
"137" 23 5 "STANDING" -0.99160032 -0.97414208 -0.987756873333333 -0.98849657 NA NA -0.99338142 -0.992728175 NA -0.958954975 -0.99154471 -0.98410045 NA NA -0.90044314 NA -0.9322105 -0.98481559 NA NA -0.959359155 -0.960318205 -0.98694926 NA NA -0.96721196 -0.99293669 -0.9639924 -0.89950317 -0.97295221 -0.98780844 -0.978679635 -0.95838328 -0.96463976 NA -0.970571285 -0.97427449 -0.98041716 -0.98918615 -0.98955607 -0.97238012 NA NA NA -0.95517541 -0.97583201 -0.97948981 -0.95272525 -0.98744462 NA NA NA NA -0.96701815 NA NA -0.991920345 -0.993236435 -0.99315739 -0.9884945 -0.977741925 -0.9874093 NA NA -0.98722318 -0.990280635
"138" 23 6 "LAYING" -0.99044362 NA -0.986814055 -0.988210325 -0.970403925 -0.93990597 -0.970185486666667 -0.983154866666667 -0.98376664 -0.98389696 -0.98510477 -0.984043625 -0.98800053 -0.99278354 -0.975649456666667 -0.98957157 NA NA NA NA -0.98355634 -0.98332716 -0.98600101 -0.99084763 -0.98830994 NA -0.98394201 -0.94149299 -0.98809312 -0.98875787 -0.98744807 -0.98710129 -0.981399015 NA -0.98605213 -0.986612305 NA NA NA NA -0.98526262 NA NA -0.98441517 -0.98588105 -0.97964408 NA NA NA -0.9883584 -0.98854812 -0.98188944 NA -0.945468525 -0.97810314 -0.98149236 NA NA -0.98744635 -0.98517192 -0.98709846 -0.98312477 -0.98264028 -0.985301293333333 -0.98874972 -0.98742493
"139" 24 1 "WALKING" NA -0.58958843 -0.60003545 -0.60550581 -0.60759311 -0.5636869 -0.47718421 -0.48324508 -0.42624208 -0.43936077 -0.52655184 -0.46789357 -0.515135405 -0.49455221 -0.47527643 -0.52108886 -0.69581231 -0.68887266 -0.56637721 -0.64123852 -0.46328956 -0.58865816 -0.56121121 -0.63325066 -0.53103221 -0.45409046 -0.70640449 -0.65093424 -0.68077817 -0.66271549 -0.66604131 -0.70548563 NA NA NA NA NA NA -0.46628972 -0.65264874 -0.43765429 -0.36440789 NA NA NA -0.63132113 -0.5734216 -0.54980041 -0.57478645 -0.66987987 -0.68040908 -0.57126343 -0.58056943 -0.61990515 NA NA -0.5847424 NA -0.62578679 -0.58836591 -0.67078165 -0.6440998 -0.66743835 NA -0.45969714 -0.39589814
"140" 24 2 "WALKING_UPSTAIRS" NA NA NA NA NA -0.65464083 NA NA -0.65495993 -0.58965337 NA -0.55019448 -0.7744051 -0.560903535 NA -0.66675535 -0.56829934 -0.69741744 -0.54549904 -0.51133852 -0.53066555 -0.66687186 NA NA -0.70731422 NA -0.61882876 NA NA -0.59844452 -0.52783898 -0.75165695 -0.59250701 -0.756065155 -0.70325893 NA -0.62238137 -0.66251232 NA NA NA -0.58925447 -0.71192458 -0.643436835 -0.647437355 -0.7007277 -0.767192476666667 -0.667396145 -0.68914261 NA NA NA -0.66826663 NA NA NA -0.7907809 NA NA NA -0.642484185 NA -0.66827812 -0.64044671 -0.50640895 -0.65794257
"141" 24 3 "WALKING_DOWNSTAIRS" NA -0.61477633 -0.53958828 NA -0.50360644 -0.57577724 -0.57659544 NA -0.4919845 -0.49834831 -0.50210266 NA NA NA NA NA NA -0.542917055 -0.474981695 -0.52774141 NA -0.403342865 NA NA -0.53702804 NA -0.430396445 NA -0.58756411 -0.55188472 NA -0.55231972 NA NA NA NA -0.41801351 -0.55740083 -0.3093296 NA -0.40795291 NA -0.380822873333333 -0.404062125 -0.6387717 -0.463129706666667 NA -0.586277 -0.448560985 -0.57400189 -0.36611962 NA NA -0.53702395 -0.51745508 -0.39329342 -0.49647556 -0.42639972 NA NA NA -0.434072925 NA NA -0.27994982 -0.24608905
"142" 24 4 "SITTING" NA -0.970023835 NA -0.99180379 -0.993094525 -0.992364656666667 NA NA NA -0.99674726 NA NA NA NA NA -0.993825425 -0.991598475 -0.993908885 -0.99121009 -0.99669039 NA NA -0.990859845 -0.99080456 -0.9969281 -0.99599635 -0.989638585 NA NA NA -0.96074645 -0.99677153 -0.97760431 -0.99579682 -0.99476737 NA -0.99680763 NA -0.99750127 -0.99043628 -0.99072919 -0.99188305 NA -0.97959312 -0.99090465 NA -0.98219549 -0.992539405 -0.992230375 -0.99477641 -0.99625891 -0.99614151 -0.99576899 -0.984733425 NA -0.99592704 -0.99424826 NA NA -0.99763953 -0.98937878 -0.9965959 NA -0.99204572 -0.996720635 NA
